,Date,Signal,Open,High,Low,Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volatility_atr,volatility_bbh,volatility_bbl,volatility_bbm,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dchi,volatility_dcli,trend_macd,trend_macd_signal,trend_macd_diff,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,momentum_rsi,momentum_mfi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,others_dr,others_dlr,others_cr
466,40805,2,11506.82,11506.82,11255.25,11401.01,157580000,11511224710.3891,8275750000,0.227121495506266,3976783225.44572,-14193.3182193171,-2682.19233903918,1347932.49513311,1763.14537645349,254.085537156248,11692.2465508381,10890.9654491618,11291.606,0,0,11236.3783333333,11236.3783333333,10988.2453333333,0,0,10854.65,11613.53,0,0,56.587467168003,104.613687707845,-48.0262205398423,11314.8449930686,11371.4324602366,26.7212272859485,23.6003777605896,31.0169634037571,0.988306530257628,1.00789612108961,-0.0195895908319888,-0.135745793720864,23.6870173223817,45.333370588132,201.963999999987,-24.3107589482732,-34.7440008802035,10.4332419319302,11218.8699999999,11678.98,11561.1125,11678.98,52,20,32,50.5453293380146,60.3960596198367,-10.5701663167104,59.923920200006,64.5962245538516,69.8367859384808,-35.4037754461483,6.15164705883216,11254.1558907558,-1.82993456769819,-0.939083802455276,-0.943520995552127,10.7834220493894
467,40806,2,11401.47,11550.22,11373.92,11408.66,157060000,11416062207.8366,8432810000,0.243761605467229,3580315478.95347,9096.18648923972,-2942.08454390425,-1374422.06643985,1764.32843498339,246.306983440623,11668.5883328669,10970.024667133,11319.3065,0,0,11270.4953333333,11270.4953333333,11035.2253333333,0,0,10992.13,11613.53,0,0,44.911984716593,92.6733471095949,-47.7613623930019,11329.2780710581,11374.1900557747,25.5954696247872,23.6509646265885,29.4737643067776,0.981036207122361,1.02131529128814,-0.0402790841657835,-0.120233077563758,23.5426992909681,61.836807506025,-79.0465000000131,-20.0436710661419,-31.8623130142479,11.818641948106,11223.3074999999,11677.75,11522.4674999999,11678.98,48,16,32,50.7324892021436,60.0242177269197,-10.1267805703982,63.2203433530754,65.4537709622455,68.9205751352644,-34.5462290377545,101.523235294123,11259.5228435242,-0.73876088978446,0.0670993183937262,0.0670768168662405,10.8577569704778
468,40807,1,11408.58,11447.86,11117.28,11124.84,221860000,11204349594.8534,8210950000,0.135729771329835,-5926630332.32558,-26746.1957991524,-5372.34942187105,-5413956.5904892,1764.32843498339,254.734285096561,11670.9284906483,10962.4925093517,11316.7105,0,0,11261.2496666666,11261.2496666666,11020.6446666666,0,0,10992.13,11613.53,0,0,57.8936211467826,85.7174019170325,-27.8237807702498,11297.826060126,11355.7196812728,25.3643433502201,21.4917156826596,33.8705541066601,0.880466222807948,1.07316822701833,-0.192702004210381,-0.109914407317572,23.575845131051,-36.4819867683904,-177.410500000012,-19.9818758668693,-29.482252572169,9.50037670529965,11223.3074999999,11677.75,11466.1199999999,11678.98,44,12,32,44.0689580361621,52.0622393810214,-10.1950576447959,50.9987009450847,33.6382387229844,54.5627447463605,-66.3617612770155,135.27097058824,11254.4059798143,-1.02684457476962,-2.48775929863804,-2.51922702094926,8.09988281318323
469,40808,1,11121.89,11122.12,10597.14,10733.83,306170000,11057615677.3708,7904780000,0.0504428465363039,-22182187670.5647,-72520.1819903977,-10390.3420726044,-16280444.2160239,1764.32843498339,282.030856586905,11723.225238367,10851.5077616329,11287.3665,0,1,11207.791,11207.791,10934.044,0,1,10733.83,11613.53,0,1,98.5963434650566,88.2931902266373,10.3031532384192,11211.0574354913,11309.6537789563,26.3609152880365,18.5762547990316,42.6470069720056,0.762866168717509,1.15342160454566,-0.390555435828159,-0.110006406043328,23.8371343327294,-185.093244651113,127.493499999987,-22.8712494484018,-27.8051754551027,4.9339260067009,11115.335,11674.285,11463.3775,11678.98,40,100,-60,36.881762219667,50.1128270631001,-10.8917305905083,45.5164088591149,14.3419230284971,37.8113109045757,-85.6580769715028,61.8553235294166,11215.1679350337,-3.6399953318431,-3.51474717838639,-3.57800098228064,4.30044523216788
470,40809,1,10732.77,10808.49,10638.73,10771.48,223140000,11183460538.351,8127920000,0.123798843338936,-17813129289.0555,-10348.1021780048,-8248.31839861349,-9978415.20011814,1770.51699634286,270.803770928214,11756.286969347,10780.6120306529,11268.4495,0,1,11174.3276666666,11174.3276666666,10919.5236666666,0,1,10733.83,11613.53,0,0,126.358916865812,95.9063355544724,30.4525813113402,11143.4301377234,11269.7890545892,27.2863035160088,17.7424164646582,40.7326970293256,0.842341732385821,1.18256564693647,-0.340223914550654,-0.116245728648919,23.8649033761098,-178.466172403671,27.3604999999861,-23.1111829363649,-26.5531304546481,3.44194751828327,11115.335,11674.285,11378.7449999999,11678.98,36,96,-60,37.931449888198,49.490833334275,-11.4335364351207,45.8724979380132,18.2922734712721,22.0908117409179,-81.7077265287278,-69.0696470588172,11203.3379440751,-5.63633719555037,0.350760166687935,0.350146437940424,4.66628964772049
471,40812,2,10771.78,11057.49,10771.78,11043.86,225620000,11387553811.2501,8353540000,0.127029855401883,-6489200019.19044,24190.1217755518,-3848.20274804894,6487972.38046986,1770.51699634286,272.324393835393,11753.8513609297,10758.9796390702,11256.4155,0,0,11171.835,11171.835,10912.187,0,0,10733.83,11613.53,0,0,124.941914067363,101.71345125705,23.2284628103128,11128.1116549967,11253.0535690641,27.0694476333106,22.9626905709375,37.6651323374723,0.95429284398871,1.04711285946234,-0.0928200154736347,-0.121469252295609,23.9250990374443,-94.470648739991,-264.285500000014,-21.3175819411947,-25.1501009424016,3.83251900120695,11115.335,11674.285,11372.31,11678.98,32,92,-60,45.0511072590001,56.6955372818915,-11.3679365794929,48.0331051198562,46.8711965417384,26.5017976805025,-53.1288034582615,-156.251558823523,11202.5288532572,-2.23047306921769,2.52871471701197,2.49727169380911,7.31300151779277
472,40813,1,11045.23,11369.3,11045.23,11190.69,212700000,11365796150.8681,8566240000,0.0797065485902443,-1100637016.44895,44585.1453220496,-2940.58163042573,8533168.87755234,1794.05632141335,277.635954451854,11719.7082010259,10758.266798974,11238.9875,0,0,11184.213,11184.213,10907.525,0,0,10733.83,11613.53,0,0,110.694952740175,103.509751553675,7.18520118650005,11137.7390926895,11248.4340454297,25.7384983711578,29.1174899384939,34.482921076986,0.972895721127086,1.00999201391783,-0.037096292790746,-0.123039179301261,24.0670422224334,-12.6258957587433,-177.867500000013,-18.7579460643713,-23.5553553073293,4.79740924295801,11115.335,11674.285,11372.31,11678.98,28,88,-60,48.4817305086533,57.3240244640212,-11.0168236591278,45.6156385088575,62.2770386536283,42.4801695555463,-37.7229613463716,-215.542705882349,11202.4209585523,1.80638329422961,1.32951703480486,1.32075652000924,8.73974615353221
473,40814,2,11189.1,11317.08,10996.98,11010.9,172410000,11208381134.9356,8393830000,0.0296121333584131,-5371630856.95626,-9326.73481816594,-4439.92327436249,57937.9038907,1765.23295252127,281.882359006668,11678.3103524126,10744.7596475874,11211.535,0,0,11174.1333333333,11174.1333333333,10904.7293333333,0,0,10733.83,11613.53,0,0,112.613544831523,105.330510209245,7.28303462227829,11118.2253861219,11230.8389309534,24.6384550049359,26.7257253186917,32.888588218003,0.923245551305288,1.03947980892001,-0.116234257614724,-0.124939501851965,24.1952987874081,-38.3387172816024,-105.685000000012,-19.1418819105089,-22.0513862397498,2.90950432924087,11115.335,11674.285,11392.915,11678.98,24,84,-60,44.7939202311906,51.6898295501655,-10.9913125149796,40.906619638181,43.4129349057791,50.8537233670486,-56.5870650942208,-246.526735294113,11198.1938358089,-0.454022739107804,-1.60660334617437,-1.61964913582401,6.99272975320806
474,40815,2,11012.79,11271.14,10965.45,11153.98,191340000,11253053632.5639,8585170000,0.0446163485737926,-693265420.24823,-6188.40919305939,-1898.97242023128,-283597.010159861,1765.23295252127,284.263123106001,11617.6377805943,10759.4772194056,11188.5575,0,0,11150.0166666666,11150.0166666666,10868.6346666666,0,0,10733.83,11509.09,0,0,101.419580859426,104.548324339281,-3.12874347985476,11123.7260959492,11225.1456768087,23.7092467110422,24.6438562565822,31.1301115311943,1.00590604664167,1.00429170964091,0.00161433700076263,-0.124283099326766,24.3522932436171,-24.1695188261565,58.172499999986,-19.3447582743812,-20.9867673840563,1.6420091096751,11115.335,11674.285,11403.755,11678.98,20,80,-60,48.1726067968745,58.5638013946123,-10.6861497911296,45.146825936592,58.4253158181894,54.705096459199,-41.5746841818105,-198.144323529408,11196.9660298602,0.433375203158688,1.29943964616878,1.29106936240877,8.38303570213947
475,40816,1,11152.32,11152.39,10909.52,10913.38,213200000,11046630525.5519,8371970000,0.0356439838003312,-7922216074.49849,-9949.46801125701,-1132.51350111535,-2112541.54607239,1765.23295252127,280.282810795401,11580.5963215783,10738.4996784217,11159.548,0,0,11100.894,11100.894,10807.731,0,0,10733.83,11509.09,0,0,110.6867648601,105.776012443445,4.91075241665481,11091.3651581109,11202.051922971,23.0154660727173,23.0945252626722,30.6113735199338,1.01994355250617,0.973837745048996,0.046105807457177,-0.125841475640866,24.446508366388,-69.2869333333343,273.631999999986,-21.0617280421095,-20.6257639500381,-0.435964092071348,11115.335,11674.285,11421.645,11678.98,16,76,-60,43.3662676029213,58.2583286947501,-10.7964103256056,44.0642790388234,33.1808452595794,45.0063653278493,-66.8191547404205,-130.396794117645,11177.4103714897,-2.96397263915823,-2.1570775633451,-2.18068255064576,6.04512955653631
476,40819,1,10912.1,10979.19,10653.34,10655.3,242870000,10806682269.9128,8129100000,0.011455847973964,-15744740863.8558,-28804.1901017004,-3886.8589117304,-10342287.7989008,1765.23295252127,284.839529715861,11602.9629145595,10657.6370854404,11130.3,0,1,11038.3856666666,11038.3856666666,10737.7946666666,0,1,10655.3,11509.09,0,1,137.273569819486,112.075523918653,25.1980459008329,11024.2782107092,11161.5517805287,23.0881039852084,21.1828483295194,34.5852618924713,0.913648498891799,1.03844700785815,-0.124798508966351,-0.133038244321377,24.4941307251053,-141.520698382058,378.789999999988,-24.0019260465837,-21.0655700589761,-2.93635598760756,11089.7449999999,11674.285,11421.645,11678.98,12,100,-88,38.8846400458903,51.3291725339909,-11.2993061597516,40.5499036589158,6.10232089646198,32.5694939914103,-93.897679103538,-133.571970588234,11132.4318749558,-6.80370640539203,-2.36480357139584,-2.39321384309665,3.53737054549199
477,40820,1,10651.44,10825.44,10404.49,10808.71,267440000,11052864300.0826,8396540000,0.0502343331168097,-7634353540.44787,-31684.5778492372,-7990.5102334049,-1892923.04601393,1765.23295252127,298.450576744275,11606.7057482212,10620.8352517788,11113.7705,0,0,10961.9136666666,10961.9136666666,10636.8576666666,0,0,10655.3,11509.09,0,0,144.301481741291,118.520715483181,25.7807662581102,10991.1138706001,11135.4153523414,23.7458944398545,18.9953386963603,37.1185306784668,0.850350514329445,1.13813740962032,-0.287786895290878,-0.14082873490798,24.6329544932108,-147.766523042597,287.239499999988,-25.3562292683889,-21.6627204369227,-3.6935088314662,10973.78,11572.68,11419.005,11678.98,8,96,-88,42.676894173164,44.2100842862622,-11.4442991061424,46.2160249821111,35.2805634835432,24.8545765465282,-64.7194365164568,-229.227411764704,11114.401591718,-6.08545071765014,1.43975298677654,1.42948696305946,5.0280529303506
478,40821,2,10800.47,10950.89,10738.1,10939.95,226440000,11256020747.2841,8622980000,0.0579255327944101,-2298305091.81241,21569.3732114466,-7608.42135562971,6599923.34230894,1786.66651607223,289.884519069847,11568.1897202585,10611.8602797415,11090.025,0,0,10926.5456666666,10926.5456666666,10613.2686666666,0,0,10655.3,11509.09,0,0,137.693931460751,122.355358678695,15.3385727820564,10983.2425058924,11120.9364373531,23.8296876292253,21.1221928503699,35.1428877816358,0.871378769694846,1.11784233189962,-0.246463562204779,-0.146157722464343,24.7393782290046,-73.2987250403691,318.634999999987,-25.3418737148032,-21.9372342443007,-3.40463947050249,10973.78,11542.22,11406.8025,11678.98,4,92,-88,45.7766712957535,44.9974128518509,-11.317335258171,45.6467096833114,46.7352692170058,29.3727178656703,-53.2647307829941,-274.63176470588,11111.8267028386,-4.04402767824955,1.21420595057135,1.20689360192702,6.30330979880016
479,40822,1,10939.87,11132.6,10858.67,11123.33,190030000,11433189227.1877,8813010000,0.132157986909684,3008267264.16076,21786.9705835921,-6323.81291274374,5934809.98994925,1816.61536462431,288.289067162862,11550.5452822372,10612.2567177627,11081.401,0,0,10948.596,10948.596,10660.424,0,0,10655.3,11509.09,0,0,116.319310227157,121.148148988387,-4.82883876122979,11004.7944280628,11121.1137382899,23.1933870983889,24.22909932865,32.7279313881503,0.866538074471653,1.09383715915081,-0.227299084679158,-0.146153327571803,24.8662249452515,-14.3197663422034,43.4389999999893,-21.8379085109304,-21.7957593081413,-0.0421492027890835,10973.78,11498.945,11407.2375,11678.98,44,88,-44,49.8568813983842,40.3513911647664,-10.8500886772828,50.0828875505108,62.7407853508244,48.2522060171245,-37.2592146491756,-294.798617647056,11112.2813792335,-2.50099485829185,1.67624166472424,1.6623477825286,8.08521016862853
480,40823,2,11123.41,11232.05,11051.13,11103.12,188080000,11353204287.9881,8624930000,0.150841296302262,2035500969.28067,14039.8652700977,-4307.15694921411,2843639.11616984,1813.31475262061,277.552160446576,11554.3621498964,10619.5388501035,11086.9505,0,0,10987.516,10987.516,10698.228,0,0,10655.3,11509.09,0,0,99.859429656939,116.890405122098,-17.030975465159,11019.92143913,11119.780868787,22.2327680465126,25.6615580744146,31.2028340812946,0.948762096144841,1.06555086233806,-0.116788766193226,-0.142629221163828,24.9276555217554,16.9193198417985,-353.12050000001,-19.8628326289472,-21.6341204956693,1.77128786672215,10973.78,11451.57,11404.1825,11678.98,40,84,-44,49.4155558542271,46.2637224137679,-10.4663786027546,52.5396124571062,60.9768444572457,56.8176330083586,-39.0231555427542,-278.485882352941,11111.9845017283,-0.19523876298445,-0.181690195292227,-0.181855452128232,7.88882993919113
481,40826,1,11104.56,11433.33,11104.56,11433.18,144270000,11497342642.765,8769200000,0.140766398477049,8547251716.52628,29022.3215845291,-2883.86158526486,3946959.55913286,1867.21876043553,282.817944401918,11596.4006191836,10614.7063808163,11105.5535,0,0,11024.114,11024.114,10730.52,1,0,10655.3,11509.09,0,0,59.4959399833296,105.411512094344,-45.9155721110147,11083.4996792639,11142.9956192472,20.6495004985419,28.6229917843689,28.5846498642989,0.934942494693716,1.02573106837878,-0.0907885736850642,-0.130876380085038,24.9976403108815,77.5493211335819,-334.073500000011,-16.9870198477951,-21.4373509160497,4.45033106825468,10948.1325,11394.695,11381.545,11678.98,36,80,-44,56.229882308528,45.9986570517488,-9.49520952439068,57.9728506787365,98.5930206925635,74.1035501668778,-1.4069793074365,-198.199441176471,11124.289016492,6.51538174165233,2.97267794998161,2.92935044316546,11.0960173972866
482,40827,2,11432.8,11447.86,11365.67,11416.3,133360000,11528285278.1221,8635840000,0.125633914189549,7004627642.73679,8493.87057588491,-366.71398704791,4091789.15567088,1864.46198999405,262.755149961727,11630.2712103623,10611.8807896377,11121.076,0,0,11044.9343333333,11044.9343333333,10775.5283333333,1,0,10655.3,11509.09,0,0,28.5406595839649,90.0373415922684,-61.4966820083035,11134.6997286079,11163.2403881918,19.2285937535171,28.3822488796226,27.9558785128093,1.06015227159261,0.998147778332501,0.0620044932601098,-0.114118361445113,24.9140033688076,95.6150515186816,-77.2160000000094,-16.9572030053643,-21.1946088154781,4.23740581011385,10951.765,11343.455,11364.4399999999,11678.98,32,76,-44,55.8157615144234,52.1038977210514,-8.65899823697684,63.8865432953913,96.9751861755655,85.5150171084582,-3.0248138244344,-51.3432647058834,11130.5575743092,5.98636399083505,-0.147640463982912,-0.147749559908838,10.9319947217347
483,40828,1,11417.36,11625.3,11417.28,11518.85,188130000,11523871883.2562,8823970000,0.111745436867355,8760071050.91728,12663.3128687608,5717.82136003484,1493035.24428128,1864.46198999405,257.379634965554,11670.4303689045,10598.9336310954,11134.682,0,0,11086.15,11086.15,10827.952,1,0,10655.3,11518.85,1,0,-4.21792944213302,71.1862873853882,-75.4042168275212,11193.7997703605,11189.5818409183,18.4991253310326,31.5933177004323,26.3675455016891,1.22088248854175,0.861996582865511,0.35888590567624,-0.0926942704146351,24.8198013140321,118.233711003109,56.0079999999907,-12.5414726111386,-20.4386881862289,7.89721557509032,11014.895,11343.455,11383.1325,11678.98,100,72,28,57.8468899742932,60.9947189262846,-7.72087922041235,71.3348147197824,91.280379420221,95.61619542945,-8.71962057977891,75.2220588235304,11156.4364220231,4.30094188082789,0.898277024955551,0.894266515982167,11.9284713436449
484,40829,2,11518.09,11518.09,11377.82,11478.13,143990000,11585822382.2938,8679980000,0.0865579060319224,6671021929.35764,-7144.03809292314,5946.68308039782,1180913.10109523,1857.87097680848,245.744671468999,11678.0184060948,10595.8405939051,11136.9295,0,0,11118.9323333333,11118.9323333333,10877.2763333333,1,0,10655.3,11518.85,0,0,-26.5871039846078,51.6316091113889,-78.2187130959968,11237.5428826127,11210.9557786281,17.6695947498576,30.3406297178696,26.4314745284734,1.20025583766334,0.804284187537753,0.395971650125596,-0.0695731729447556,24.7272501339035,95.9257666178919,-126.029500000009,-9.40910865161179,-19.1439526983959,9.73484404678411,11014.895,11267.395,11345.1025,11678.98,96,68,28,56.7316905653783,62.4956767037817,-6.94667321944065,68.5501157811327,87.9448890490739,92.0668182149535,-12.055110950926,160.057235294119,11168.8774076371,2.56856368999586,-0.353507511600559,-0.354133825885405,11.5327957898255
485,40830,1,11478.97,11646.83,11478.66,11644.49,133570000,11715675265.0909,8813550000,0.0582532473485119,8892405253.73513,14452.5224975668,5251.14027482747,1426901.3776437,1884.79830867368,238.040204322099,11706.2088042598,10581.1901957401,11143.6995,0,0,11178.7553333333,11178.7553333333,10944.5693333333,1,0,10655.3,11644.49,1,0,-57.0807067858695,29.8891459319372,-86.9698527178068,11300.1501314415,11243.0694246557,17.3266316677663,32.5747040204025,25.1470095060518,1.19772905688935,0.8316954982125,0.366033558676855,-0.0432638472774082,24.5567130848295,130.065877279609,10.2804999999898,-3.35004534285344,-16.8492992868703,13.4992539440168,11025.66,11154.7,11288.755,11678.98,100,64,36,60.1147574123613,61.3173124517466,-5.94455084053668,68.2556511620086,99.8116457652494,93.0123047448481,-0.188354234750563,231.496176470591,11236.9514768482,5.7542071946889,1.44936500980561,1.43896211197933,13.1493131064612
486,40833,2,11643.35,11643.35,11378.35,11397,140360000,11595071597.1664,8673190000,0.021378386446172,2659533588.91583,-9797.78783129087,1366.64504958886,-1047270.60385633,1884.79830867368,240.850183889889,11705.6440404974,10581.3539595025,11143.499,0,0,11249.7843333333,11249.7843333333,11021.6833333333,0,0,10655.3,11644.49,0,0,-60.5784217237687,11.795632400796,-72.3740541245648,11315.0501112198,11254.471689496,16.5957695265058,30.0903795888031,26.1036588645601,1.09382072166251,0.919444795460027,0.174375926202484,-0.0201800977647293,24.4784551659789,93.1123902782976,-230.119000000009,1.82877289839049,-13.8287434905614,15.6575163889519,11109.0625,11149.215,11286.845,11678.98,96,60,36,53.4226965071675,54.6521964160065,-5.45178386811706,57.0301208380181,79.8903681761836,89.215634330169,-20.1096318238163,277.033941176476,11260.7105626152,2.17877385471374,-2.12538290642183,-2.14829438832122,10.7444569469627
487,40834,1,11396.17,11652.74,11296.12,11577.05,201410000,11710985983.3478,8874600000,0.074355717796581,7460153147.64212,-6448.58765701801,1572.22698967085,198691.160952022,1884.79830867368,252.4271655009,11734.3742643039,10569.462735696,11151.9185,0,0,11332.6933333333,11332.6933333333,11111.0253333333,1,0,10655.3,11644.49,0,0,-76.9914072537631,-5.96177553011576,-71.0296317236473,11355.3577864167,11278.3663791629,15.5865904810216,27.1071175762137,25.8017175224374,1.08318933175689,0.902770514540369,0.180418817216525,0.00292333145813034,24.5760689286525,100.80482788393,-496.618500000009,7.35077416564834,-10.1962270594002,17.5470012250485,11142.16,11060.665,11215.6274999999,11678.98,92,56,35.9999999999999,57.1591297214122,61.8747644347632,-4.68314325279601,63.9659725100996,93.9363108351692,91.2127749255341,-6.0636891648308,292.19341176471,11308.9674899549,6.08125072159129,1.57980170220233,1.56745272488478,12.4939997629055
488,40835,1,11577.54,11633.7,11469.17,11504.62,169580000,11614482151.8277,8705020000,0.104783094234535,4639748497.979,7471.1833058144,2547.91216816184,2120927.8998919,1873.00636327332,243.63744895081,11773.024938275,10568.7900617249,11170.9075,0,0,11398.645,11398.645,11181.803,0,0,10655.3,11644.49,0,0,-83.1952972587005,-21.4084798758327,-61.7868173828678,11378.3212038911,11295.1259066324,14.6494956530721,25.8345280368164,24.5904121992056,1.14724100766288,0.8907417715822,0.256499236080679,0.0237675364616488,24.5123840874835,97.2776431458385,-362.197500000009,12.8809879621881,-6.33857189572036,19.2195598579085,11190.275,11060.665,11215.6274999999,11678.98,88,52,36,55.239392359317,61.6457861411727,-4.11611814666915,56.0557428126401,88.1337873022232,87.3201554378586,-11.8662126977768,300.24902941177,11328.320051769,7.97086895723256,-0.625634336899283,-0.627599629836517,11.7901986734374
489,40836,1,11502.13,11581.25,11391.14,11541.78,166100000,11711611903.0244,8871120000,0.173288101253188,4858680998.26771,-7467.05382299829,2725.22746732317,-524446.591037523,1879.05618642778,238.284704055729,11798.9439295306,10623.6660704693,11211.305,0,0,11445.2973333333,11445.2973333333,11236.8373333333,0,0,10655.3,11644.49,0,0,-90.0721307695912,-35.1412100545844,-54.9309207150068,11403.4687109847,11313.3965802151,13.7591029768645,24.4086160714295,25.4985885143493,1.14347707021128,0.869481217103976,0.27399585310731,0.0427924533122866,24.4873721284754,80.2605318423943,-271.355000000008,18.0274137583341,-2.12854451935576,20.1559582776899,11203.6325,11060.665,11215.6274999999,11678.98,84,48,36,56.0548641169299,62.583294999148,-3.54041322188762,59.0554311594752,91.1107550570799,91.0602843981574,-8.88924494292001,311.322176470594,11344.1225410947,6.78221545401811,0.323000672773199,0.32248014616858,12.1512817672471
490,40837,2,11543.22,11812.46,11542.84,11808.79,264000000,11968424899.0929,9135120000,0.205762761996886,14234675141.3723,19553.0670833332,6179.31726625416,6643936.41994609,1879.05618642778,241.524233650156,11869.1967783567,10657.1442216432,11263.1705,0,0,11504.557,11504.557,11287.227,1,0,10655.3,11808.79,1,0,-115.733443283599,-51.2596567003874,-64.4737865832121,11465.8258323717,11350.0923890881,13.5437782422692,29.1690251320901,23.5090043860104,1.2703929249036,0.743197258094131,0.527195666809473,0.0643417573572166,24.5818471259266,122.576180827267,-139.840500000009,25.4561440782718,2.58736258354056,22.8687814947312,11331.3825,11108.4749999999,11180.0575,11678.98,100,44,56,61.4846565809752,72.2433886632787,-2.54301548544248,66.5924773251879,99.7393410370961,92.9946277987997,-0.260658962903915,324.717735294121,11402.8194056792,7.94190101417282,2.31342132669312,2.28706741284288,14.7458134378103
491,40840,1,11807.96,11940.75,11805.77,11913.62,161870000,12065225509.5537,9296990000,0.180657051385211,14625268992.6048,16311.5078766911,9607.60910382047,7544398.50307123,1895.73710462712,230.86981028514,11965.9767212034,10647.3402787965,11306.6585,0,0,11560.8593333333,11560.8593333333,11362.9083333333,1,0,10655.3,11913.62,1,0,-142.882067694477,-69.5841388992055,-73.2979287952723,11534.717242776,11391.8351750816,13.7919521792321,31.818351186526,22.563527109131,1.46795759650952,0.623982587873889,0.843975008635637,0.088333698365345,24.579107342324,145.915773559948,-203.538500000007,31.6382783751552,7.98686051470939,23.6514178604458,11395.5275,11172.6199999999,11200.98,11678.98,100,40,60,63.3968575466493,81.5238934672994,-1.4627152093862,66.2084748817717,97.7441483390845,96.1980814777535,-2.25585166091541,374.015470588239,11448.3859243044,7.10479685489867,0.887728547971478,0.883811403434897,15.7644447812998
492,40841,1,11912.63,11912.86,11682.52,11706.62,161450000,11937559871.8008,9135540000,0.154534912006477,7761637707.94702,-10781.5384329513,7296.82970064919,-1368239.10223684,1862.79853678143,230.892829256626,12011.6771881387,10653.2328118613,11332.455,0,0,11596.5983333333,11596.5983333333,11383.8323333333,0,0,10655.3,11913.62,0,0,-146.011251290527,-84.8695613774698,-61.1416899130572,11561.1638208105,11415.15256952,13.4557647303305,29.6217897308004,24.6876032966817,1.31256874679181,0.677135067030204,0.635433679761611,0.109118264477928,24.628251227038,104.444700676928,100.724999999993,35.4389243968592,13.3180157378202,22.1209086590389,11395.5275,11172.6199999999,11218.8699999999,11678.98,96,36,60,57.3427804287522,74.217243949011,-0.851845028208823,57.5124896462891,78.3629676179211,91.9488189980339,-21.6370323820788,423.330852941178,11457.4298923831,5.43540914625798,-1.73750715567559,-1.75277896902574,13.7530292694966
493,40842,1,11707.76,11891.21,11694.36,11869.04,183730000,12079905120.9753,9319270000,0.234834902280055,10915893263.9545,-525.526179720307,5703.07993184116,-256098.336010945,1862.79853678143,227.488546330963,12075.9930777462,10674.7309222537,11375.362,0,0,11626.371,11626.371,11414.722,1,0,10655.3,11913.62,0,0,-159.755526173008,-99.8467543365776,-59.9087718364309,11608.5293868396,11448.7738606666,13.1435906706361,27.8576601566446,23.2173298430349,1.28361374723748,0.738192168480975,0.545421578756508,0.129448695920873,24.5845075692367,105.502386734957,40.937999999991,39.9245481863407,18.7995331642594,21.1250150220813,11395.5275,11172.6199999999,11223.3074999999,11677.75,92,32,60,60.5278901820096,74.2864096058452,-0.0197883269471991,64.3688782783874,91.9392549627932,89.3487903065996,-8.06074503720679,459.475411764709,11474.9766458713,3.81223771514137,1.38742010930568,1.37788354342553,15.331261672526
494,40843,2,11872.07,12284.31,11872.07,12208.55,251640000,12239054113.7951,9570910000,0.261433183764421,21561379426.2467,46755.4272770624,8039.90578948149,9747186.71042912,1862.79853678143,246.266691697867,12208.3476236066,10647.8333763933,11428.0905,1,0,11692.734,11692.734,11453.888,1,0,10655.3,12208.55,1,0,-195.786675711442,-119.03473861155,-76.7519370998919,11700.8402504028,11505.0535746913,14.1556643504245,35.8190406832038,20.450385030772,1.25693210574489,0.663661038636097,0.593271067108802,0.154211797571656,24.5159346041132,156.978900128563,90.7594999999928,45.8265706432403,24.2636016071587,21.5629690360816,11567.3074999999,11344.4,11223.3074999999,11677.75,100,28,72,66.2078518621168,75.1513515899457,1.31275805395523,66.5104742315045,93.5783004873913,87.9601743560352,-6.42169951260862,549.552205882355,11545.9366458006,6.93963893730893,2.86046723239621,2.82031967593692,18.6302746213777
495,40844,2,12207.34,12251.92,12164.24,12231.11,163620000,12325006864.7075,9734530000,0.343470431859617,19008506251.0686,6960.49089353383,6464.06074012468,7500430.73532483,1866.2407748023,230.40802252808,12310.9346115833,10677.0193884166,11493.977,0,0,11755.3103333333,11755.3103333333,11524.5133333333,1,0,10655.3,12231.11,1,0,-223.584679757663,-139.944726840773,-83.6399529168901,11782.4202118792,11558.8355321216,15.0954470530851,34.8740123924914,19.9108342208838,1.36070781644527,0.71633480623559,0.644373010209683,0.180902508089289,24.4281681588237,163.164420203617,-15.8470000000088,51.1253149098114,29.7409951639833,21.3843197458281,11567.3074999999,11344.4,11115.335,11674.285,100,24,76,66.5522754224763,75.4661060256824,2.53795741557529,68.8580354831728,94.6164199192464,93.3779917898103,-5.38358008075359,618.441588235295,11599.5936461228,6.18342976946483,0.184788529350332,0.184618005387626,18.8494897612148
